ID,Title,Organization Name,City2,Province2,Date(s),Topics,Summary,Source Link,Image,Image Source Link
840,Taber Equality Alliance Society Address,"[""Taber Equality Alliance Society""]",Taber,AB,2015,"[""Contact Information""]","5204 54 Street, Taber, AB TIG 1M5",https://albertacorporations.com/taber-equality-alliance-society,,
841,Taber Equality Alliance Society Phone Number,"[""Taber Equality Alliance Society""]",Taber,AB,2015,"[""Contact Information""]",(403) 393-2201,https://www.facebook.com/tabereapage/,,
842,Taber Equality Alliance Society Email,"[""Taber Equality Alliance Society""]",Taber,AB,2015,"[""Contact Information""]",taber.equalityalliance@gmail.com,https://www.facebook.com/tabereapage/,,
843,Taber Equality Alliance Society Incorporates,"[""Taber Equality Alliance Society""]",Taber,AB,2016,"[""Incorporation""]","The Taber Equality Alliance Society was officially incorporated with the province on July 26, 2016 by Dr. Jillian Demontigny, Kathleen McKenzie, Michael Rose, and Jayce Wilson.","https://tabertimes.com/news/2023/05/04/organizers-planning-for-taber-pride-2023-in-june/
https://albertacorporations.com/taber-equality-alliance-society",,
844,Taber Equality Alliance Society Logo,"[""Taber Equality Alliance Society""]",Taber,AB,2016,"[""Logo""]",Taber Equality Alliance Society logo,https://www.facebook.com/tabereapage/photos/pb.100064667296621.-2207520000./237121456689509/?type=3,,
845,Taber Equality Alliance Society Social Media,"[""Taber Equality Alliance Society""]",Taber,AB,2016,"[""Social Media Debut""]",https&#58;//www.facebook.com/tabereapage/,https://tabertimes.com/news/2023/05/04/organizers-planning-for-taber-pride-2023-in-june/,,
846,Taber Equality Alliance Society Facebook Debut,"[""Taber Equality Alliance Society""]",Taber,AB,2016,"[""Social Media Debut""]","Taber Equality Alliance Society's first Facebook post was published on August 31, 2016",https://www.facebook.com/tabereapage/photos/a.237121450022843/237121456689509/ ,,
847,Taber Equality Alliance Society Committee Members,"[""Taber Equality Alliance Society""]",Taber,AB,2016,"[""Staff Recruitment""]","Jayce Wilson, Co-Chair (April 2015 – Present)
Kathleen McKenzie, Co-Chair
Scott Gillespie, Treasurer (February 2016 – Present)
Dr. Jillian Maxine Demontigny, Member-At-Large
Amy Tiberghien Hall, Secretary (November 2019 – Present) ","https://tabertimes.com/news/2023/05/04/organizers-planning-for-taber-pride-2023-in-june/
https://www.cbc.ca/news/canada/calgary/taber-pride-flag-alberta-town-equality-alliance-council-deny-request-1.4512724
https://www.linkedin.com/in/amy-tiberghien-hall-ba-bsw-rsw-130b10187/
https://www.linkedin.com/in/scottcgillespie/
https://www.linkedin.com/in/jayce-wilson-188ab123a/
https://tabertimes.com/news/2019/05/22/petitions-circulate-involving-pride-flag/",,
848,First Taber Pride Hosted by Taber Equality Alliance Society,"[""Taber Equality Alliance Society""]",Taber,AB,2017,"[""Inaugural Pride Event""]","Taber Equality Alliance Society hosted Taber's first Pride event on June 12, 2017 at Confederation Park from 4-9 p.m. called Pride in the Park. The event featured the raising of the Pride flag at 6 p.m. and speeches. Following that, there were music and performances at Cornfest Stage. Food and non-alcoholic beverages were available at this all inclusive family friendly event. ",https://www.facebook.com/events/192169781291704/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D,,
849,Taber Pride Headliners 2017,"[""Taber Equality Alliance Society""]",Taber,AB,2017,"[""Headliners""]","Haley Platt, Salem Salem (the Drag Queen), Girl Power, Wild Bill Lawson and others",http://www.gaycalgary.com/Magazine.aspx?article=5547&fbclid=IwAR0-ZSgqc6s7PAccYCQiXlesL6bBm7MTSIVbPqeYY9ObYNYWSnl4BkwdLr4#.WWvapRMKPsJ.facebook,,
850,Taber Pride: Taber's First Public Drag Performance 2017,"[""Taber Equality Alliance Society""]",Taber,AB,2017,"[""Pride Event"",""Inaugural Pride Event""]","Salem Salem (the Drag Queen) performs Taber's first public drag performance on the Cornfest Stage on June 12, 2017",http://www.gaycalgary.com/Magazine.aspx?article=5547&fbclid=IwAR0-ZSgqc6s7PAccYCQiXlesL6bBm7MTSIVbPqeYY9ObYNYWSnl4BkwdLr4#.WWvapRMKPsJ.facebook,,
851,Attendance at Flag-Raising Event 2017,"[""Taber Equality Alliance Society""]",Taber,AB,2017,"[""Attendance Record""]",250-300,https://calgaryherald.com/news/local-news/another-pride-flag-is-being-raised-in-taber-today-the-first-two-were-stolen-or-burned?fbclid=IwAR33uP--Af_DSoIEVaZW8OgJdTjjEbx77tdPdeYMV3jkXlSkAqc8DJ0V42M ,,
852,Taber Equality Alliance Society raises Pride flag Three times in response to vandalism 2017,"[""Taber Equality Alliance Society""]",Taber,AB,2017,"[""Pride Event"",""Location""]","2017 Pride&#58; The Pride flag had to be raised three times at Confederation Park during the month of June. It was first raised on June 12 during Taber's first Pride event; however, it was stolen and found shredded on June 19th. A second flag was raised but was found burned on the flagpole on June 25th. On June 26th, Taber Equality Alliance Society raised a third Pride flag, which was donated by Lethbridge Pride. ","https://calgaryherald.com/news/local-news/another-pride-flag-is-being-raised-in-taber-today-the-first-two-were-stolen-or-burned?fbclid=IwAR33uP--Af_DSoIEVaZW8OgJdTjjEbx77tdPdeYMV3jkXlSkAqc8DJ0V42M
https://www.facebook.com/tabereapage/posts/396017147466605?ref=embed_post
https://www.facebook.com/events/192169781291704/?active_tab=about
https://globalnews.ca/news/3558078/taber-pride-flag/
https://www.facebook.com/events/472228269836177/?active_tab=about
https://www.cbc.ca/news/canada/calgary/taber-pride-flag-destroyed-1.4177648",,
853,Taber Pride Social Media,"[""Taber Pride""]",Taber,AB,2017,"[""Social Media Debut""]",https&#58;//www.facebook.com/taberpride/,https://www.facebook.com/taberpride/photos/a.173471829935485/374398049842861/,,
854,Taber Pride Email,"[""Taber Pride""]",Taber,AB,2017,"[""Contact Information""]",pridetaber@gmail.com,https://www.facebook.com/taberpride/,,
855,Taber Pride Location 2017,"[""Taber Equality Alliance Society""]",Taber,AB,2017,"[""Location""]",Confederation Park; Cornfest Stage,https://www.facebook.com/events/192169781291704/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D,,
856,Taber Pride Facebook Debut,"[""Taber Pride""]",Taber,AB,2017,"[""Social Media Debut""]","Taber Pride's first Facebook post was published on June 30, 2017",https://www.facebook.com/taberpride/photos/a.115912495691419/115912399024762 ,,
857,Pride Flag Raising Request Denied by Taber Town Council 2018,"[""Taber Equality Alliance Society""]",Taber,AB,2018,"[""Political Event""]","In January of 2018, Taber Equality Alliance Society submitted an application to Taber's Town Council to fly the Pride flag on the community flagpole at Confederation Park, where the Pride flag was flown and twice vandalized during the previous Pride celebration in June 2017. Taber Town Council voted against flying the Pride flag on the community flagpole in Confederate Park and passed a motion stipulating that no flags other than the Alberta, Canada or Taber flags could be flown from the flag pole. Shannon Phillips and Sandra Jansen, Members of the Alberta Legislative Assembly, stepped in and granted permission for the Pride flag to be flown at the Taber Provincial Building. ","https://www.cbc.ca/news/canada/calgary/pride-flag-taber-alberta-1.4689445
https://globalnews.ca/news/5343124/taber-alberta-pride-flag-lgbtq/",,
858,Taber Pride 2018,"[""Taber Equality Alliance Society"",""Taber Pride""]",Taber,AB,2018,"[""Pride Event""]","On June 2, 2018, Taber Equality Alliance Society and Taber Pride hosted Taber's 2nd&#160;annual Pride in the Park celebration. The event featured a flag raising ceremony from 1-2 p.m. in front of the Provincial Building at 5011 49 Avenue and entertainment from 2-8 p.m. at Confederation Park. There was a bouncy castle, face painting, food and beer gardens. At 10 p.m., there was a Taber Pride After Party hosted by the Heritage Inn at Tank 77.",https://www.facebook.com/events/509784592752458/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D ,,
859,Attendance at Taber Pride Flag-Raising Event 2018,"[""Taber Equality Alliance Society""]",Taber,AB,2018,"[""Attendance Record""]",About 100,https://www.cbc.ca/news/canada/calgary/pride-flag-taber-alberta-1.4689445 ,,
860,Provincial Government Support of Taber Pride 2018,"[""Taber Equality Alliance Society""]",Taber,AB,2018,"[""Political Event""]",Government of Alberta provided security to prevent the Pride flag from being vandalized,https://www.cbc.ca/news/canada/calgary/pride-flag-taber-alberta-1.4689445 ,,
861,Provincial Involvement in Pride Taber 2018,"[""Taber Equality Alliance Society"",""Government of Alberta""]",Taber,AB,2018,"[""Political Event""]","David Khan, Leader of Alberta Liberal Party; Shannon Phillips and Michael Connolly, Members of the Alberta Legislative Assembly","https://www.facebook.com/events/509784592752458/?
active_tab=discussion
https://www.cbc.ca/news/canada/calgary/pride-flag-taber-alberta-1.4689445
https://globalnews.ca/news/5343124/taber-alberta-pride-flag-lgbtq/",,
862,Taber Pride Program 2018,"[""Taber Pride""]",Taber,AB,2018,"[""Pride Guide""]",2018 Taber Pride Program,https://www.facebook.com/taberpride/photos/gm.523284511402466/206949439921057/,,
863,Taber Pride Headliners 2018,"[""Taber Pride""]",Taber,AB,2018,"[""Headliners""]","Francheska Dynamites, Haley Platt, Aria Ivory, Calgary Raging Grannies, Pam Rocker, Jerry Firth/Rufus, Ruby and Rose – The Mime Trio and Olivia Blue",https://www.facebook.com/events/509784592752458/?active_tab=discussion  ,,
864,Taber Pride Location 2018,"[""Taber Equality Alliance Society""]",Taber,AB,2018,"[""Location""]",Taber Provincial Building; Confederation Park; Tank 77; Taber Public Library,"https://www.facebook.com/events/509784592752458/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D
https://www.facebook.com/events/450167598749307?active_tab=about",,
865,Taber Pride: Screening of the film 'Milk' 2018,"[""Taber Equality Alliance Society"",""Taber Public Library"",""Taber Pride""]",Taber,AB,2018,"[""Pride Event""]","On June 1, 2018 In association with Taber Equality Alliance Society and Taber Pride, Taber Public Library screened the film 'Milk' on June 1, 2018 from 8&#58;45 p.m. to 11 p.m. 'Milk' tells the true story of Harvey Milk and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.",https://www.facebook.com/events/450167598749307?active_tab=about,,
866,Taber Equality Alliance Society Annual General Meeting 2018,"[""Taber Equality Alliance Society""]",Taber,AB,2018,"[""Community Event""]","September 19, 2018, St. Theodores Anglican Church, 5120 44 Avenue, Taber, AB at 6&#58;00 p.m. ",https://www.facebook.com/tabereapage/photos/a.533457700389215/608416952893289/ ,,
867,Taber Pride Logo,"[""Taber Pride""]",Taber,AB,2018,"[""Logo""]",Taber Pride logo,https://www.facebook.com/taberpride/photos/a.115908789025123/351388208810512/,,
868,Taber Pride Location 2019,"[""Taber Equality Alliance Society""]",Taber,AB,2019,"[""Location""]","Virtual/Online; Taber Provincial Building; Confederation Park; Royal Canadian Legion (5205 48 Ave, Taber, AB, T1G 1S8); The Oilmen's Club","https://www.facebook.com/events/2131344946954032/
http://www.vauxhalladvance.com/news/2019/06/06/taber-celebrates-pride-with-flag-raising/
https://www.facebook.com/taberpride/photos/a.173471829935485/374398049842861/",,
869,Taber Pride 2019,"[""Taber Equality Alliance Society"",""Taber Pride""]",Taber,AB,2019,"[""Pride Event""]","June 1 at 3 p.m. to June 2 at 2 a.m., 2019. It all starts with the flag raising at the provincial building from 1-2 p.m. then off to the 3rd annual Pride in the Park. From 2-6 p.m., there will be tons of entertainment, inflatable obstacle course and face painting for the kids, bubble suits for the bigger kids, food trucks and beer gardens!!! Taber Pride is also hosting an After Party at the Royal Canadian Legion from 8 p.m. to 1 a.m. ","https://www.facebook.com/events/2131344946954032/
http://www.vauxhalladvance.com/news/2019/06/06/taber-celebrates-pride-with-flag-raising/
https://www.facebook.com/taberpride/photos/a.173471829935485/374398049842861/",,
870,Taber Pride: Trivia Night Pride Style at The Oilmen's Club 2019,"[""Taber Pride"",""The Oilmen's Club""]",Taber,AB,2019,"[""Pride Event""]","Taber Pride and The Oilmen's Club held a Trivia Night Pride Style on May 31, 2019 from 7-10 p.m. at the Oilmen's Club followed by dancing and an After&#160;After&#160;Party on June 1. Events ran at the Oilmen's Club from May 31 to June 2, 2019",https://www.facebook.com/taberpride/photos/gm.1012742235782267/376058886343444 ,,
871,Taber Pride Headliners at Trivia Night Pride Style at The Oilmen's Club 2019,"[""Taber Pride"",""The Oilmen's Club""]",Taber,AB,2019,"[""Headliners""]",Footer and DJ Double D,https://www.facebook.com/taberpride/photos/gm.1012742235782267/376058886343444 ,,
872,Taber Pride: Government Involvement 2019,"[""Taber Equality Alliance Society"",""Taber Pride""]",Taber,AB,2019,"[""Political Event""]","Town councillors Carly Firth and Jack Brewin attended the flag raising. Among other dignitaries were fire chief Steve Munshaw and police chief Graham Abela, along with David Khan, leader of the Alberta Liberal Party. Official opposition leader Rachel Notley also gave a recorded message of well wishes. Devon Hargreaves, 2019 Alberta Liberal Party candidate in Lethbridge-East, was also in attendance.","http://www.vauxhalladvance.com/news/2019/06/06/taber-celebrates-pride-with-flag-raising/
https://calgary.citynews.ca/2019/06/01/a-beacon-for-rural-communities-pride-event-in-southern-alberta-perseveres-despite-petition/
https://ca.linkedin.com/in/devon-hargreaves-33807955",,
873,Taber Pride Program 2019,"[""Taber Pride"",""Taber Equality Alliance Society""]",Taber,AB,2019,"[""Pride Guide""]",2019 Pride Program,https://www.facebook.com/taberpride/photos/a.173471829935485/374398049842861/  ,,
874,Taber Pride Paint Night 2019,"[""Taber Pride""]",Taber,AB,2019,"[""Community Event""]","Taber Pride hosted a Paint Night on April 26, 2019 at 6 p.m. to raise funds for Pride.",https://www.facebook.com/events/278557153035743/?ref=newsfeed ,,
875,Taber Pride: Government and Corporate Support 2019,"[""Taber Equality Alliance Society"",""Taber Pride""]",Taber,AB,2019,"[""Political Event""]","In 2019, the Town of Taber advertised the Pride event on their digital sign and lent a hand with some labour, helping set up the barriers for the beer gardens. According to a member of the Taber Equality Alliance, the Heritage Inn advertised the event on their digital sign as well, without any prompting by the group. Talking about corporate support, the Oilmen’s Club ran a Pride Trivia the night before Pride and committed to sponsoring the beer gardens this year and in the future.&#160;",https://tabertimes.com/blog/2019/06/05/taking-pride-in-the-movement/?fbclid=IwAR0sLoNDdaHiuRbVxv-gQvJNMCweAkXa4b2T_jfRJe7VsiYPEcjaBdAPBmI,,
876,Taber Equality Alliance Society Annual General Meeting 2019,"[""Taber Equality Alliance Society""]",Taber,AB,2019,"[""Community Event""]","September 18, 2019, St. Theodores Anglican Church, 5120 44 Avenue, Taber, AB from 5&#58;00-6&#58;00 p.m. ",https://www.facebook.com/tabereapage/photos/a.371762783225375/850125028722479/,,
877,Taber Pride Theme 2020,"[""Taber Equality Alliance Society""]",Taber,AB,2020,"[""Pride Theme""]",Show Us Your Pride,https://www.facebook.com/taberpride/posts/pfbid0nFYFRQit713MEWYFhLDs57HbLuTQDcScEqqHjE3t7NbKFJHZF4SSuZjSDX9wLDGkl,,
878,Taber Pride Location 2020,"[""Taber Equality Alliance Society""]",Taber,AB,2020,"[""Location"",""COVID-19""]",Virtual/Online; Facebook Live; Taber Provincial Building (Pride Flag raising ceremony),"https://www.cbc.ca/news/canada/calgary/taber-1.5601903
https://tabertimes.com/news/2020/06/03/taber-pride-event-goes-digital/
https://www.facebook.com/events/561494881226025/?ref=newsfeed
https://www.facebook.com/events/700265470805069?active_tab=about",,
879,Taber Pride 2020,"[""Taber Pride""]",Taber,AB,2020,"[""Community Event"",""COVID-19"",""Location""]","Taber Pride, Laura Ross-Giroux and Amy Tiberghien Hall held Pride online due to the COVID-19 pandemic. Pride ran from June 2, 2020 to June 20, 2020. Online events included watching a livestream of the flag raising ceremony at Taber Provincial Building and live performances. The flag-raising event occurred on June 6, 2020 at 3 p.m. Taber Equality Alliance Society also issued a call for submissions from the public for artwork, poetry, writing and videos showing people's Pride, which they posted on their Facebook and Instagram pages during Pride. Taber Pride also played a three-part Telus original documentary series called &quot;Small Town Queer&quot; filmed in Alberta on its Facebook page during Pride month. ","https://tabertimes.com/news/2020/06/03/taber-pride-event-goes-digital/
https://www.facebook.com/events/561494881226025/?ref=newsfeed
https://www.facebook.com/tabereapage/posts/pfbid02sKcRPqQWCv7XYd8JuPrGzRFBEG4oNLqKvfcCBAq2DUUnoGaEuEf9ZxyeF3yzSsznl
https://www.facebook.com/taberpride/posts/604189626863701?ref=embed_post
https://www.facebook.com/events/700265470805069?active_tab=about",,
880,Taber Pride: Government Involvement 2020,"[""Taber Pride""]",Taber,AB,2020,"[""Political Event""]","Taber Equality Alliance Society also issued a call for submissions from the public for artwork, poetry, writing and videos showing people's Pride, which they posted on their Facebook and Instagram pages during Pride. Videos were submitted by Taber's Mayor Andrew Prokow, the chief of police and Alberta's Liberal Leader David Khan, among others. ",https://www.cbc.ca/news/canada/calgary/taber-1.5601903,,
881,Taber Equality Alliance Society Annual General Meeting 2020,"[""Taber Equality Alliance Society""]",Taber,AB,2020,"[""Community Event""]","September 16, 2020, St. Theodores Anglican Church, 5120 44 Avenue, Taber, AB at 6&#58;15 p.m. ",https://www.facebook.com/photo/?fbid=10164136197765182&set=a.208149080181,,
882,Taber Pride Location 2021,"[""Taber Equality Alliance Society""]",Taber,AB,2021,"[""Location""]",Virtual/Online; Facebook Live; Taber Provincial Building (Pride Flag raising ceremony),"https://xtramagazine.com/power/small-town-pride-month-june-203909
https://www.facebook.com/events/331181221696638/?ref=newsfeed",,
883,Taber Pride 2021,"[""Taber Pride""]",Taber,AB,2021,"[""Pride Event""]","Taber Pride hosted Pride online due to the COVID-19 pandemic. For the first time, Taber raised the Progress Pride Flag at Taber Provincial Building and live streamed this event on Facebook Live on June 5, 2021 at 1 p.m. Singer-songwriter Jeffrey Strake performed virtually on June 4, 2021 at 7 p.m. (Taber Pride).","https://tabertimes.com/news/2021/06/02/what-to-expect-at-this-years-taber-pride/
https://xtramagazine.com/power/small-town-pride-month-june-203909 https://www.facebook.com/tabereapage/posts/pfbid0A6gAZHXrgYRC5gwDaGJQNgobaXJtAZSos9ZuhTGUbFNR7XPcoFUMWYdff5xfzHfjl
https://www.facebook.com/events/331181221696638/?ref=newsfeed
https://www.facebook.com/taberpride/videos/317011906705322
https://www.facebook.com/taberpride/videos/536157060950999",,
884,Taber Pride raises Progressive Pride flag for the first time 2021,"[""Taber Equality Alliance Society"",""Taber Pride""]",Taber,AB,2021,"[""Flag Raising""]","Taber Pride raised the Progress Pride Flag for the first time at Taber Provincial Building, which was live streamed on Facebook Live on June 5, 2021 at 1 p.m.&#160;",https://www.facebook.com/tabereapage/posts/pfbid0A6gAZHXrgYRC5gwDaGJQNgobaXJtAZSos9ZuhTGUbFNR7XPcoFUMWYdff5xfzHfjl ,,
885,Taber Pride Headliner 2021,"[""Taber Pride""]",Taber,AB,2021,"[""Headliners""]",Jeffrey Strake,https://tabertimes.com/news/2021/06/02/what-to-expect-at-this-years-taber-pride/,,
886,Taber Equality Alliance Society Annual General Meeting 2021,"[""Taber Equality Alliance Society""]",Taber,AB,2021,"[""Community Event"",""COVID-19"",""Location""]","September 30, 2021, Online via Zoom at 7&#58;00 p.m. ",https://www.facebook.com/tabereapage/photos/a.533457700389215/1398411960560447/,,
887,Taber Pride Theme 2022,"[""Taber Equality Alliance Society""]",Taber,AB,2022,"[""Pride Theme""]",Together for Pride,https://www.facebook.com/taberpride/photos/1038146730134653,,
888,Taber Pride Location 2022,"[""Taber Equality Alliance Society""]",Taber,AB,2022,"[""Location""]",Taber Public Library; Taber Provincial Building; Confederation Park,"https://www.facebook.com/events/917783532190288?active_tab=about
https://www.facebook.com/taberpride/photos/a.173471829935485/1038150523467607/
https://www.facebook.com/taberpride/photos/1038146730134653",,
889,Taber Pride 2022,"[""Taber Equality Alliance Society"",""Taber Pride""]",Taber,AB,2022,"[""Pride Event""]","2022 Pride&#58; Taber Pride resumed in-person Pride celebrations in 2022 and held events on June 3 and June 4. On June 3, 2022, Taber Pride hosted a 'Queer 101' presentation at the Taber Public Library at 7 p.m. in association with&#160;OUTreach&#160;Southern Alberta.&#160;On June 4, 2022, the Pride celebration began&#160;with a&#160;Drag Queen Story Time featuring Francheska Dynamites at Taber Public Library at 11&#58;30 a.m. At 12&#58;30 p.m., the Pride flag was raised at Taber Provincial Building. From 1&#58;30 p.m. to 7 p.m., festivities continued in Confederation Park, where attendees enjoyed&#160;live music, face painting, a bouncy house, and food trucks. There was also a performance by drag queen Francheska Dynamites.&#160;&#160;","https://www.facebook.com/events/917783532190288/?active_tab=about
https://www.facebook.com/taberpride/photos/a.173471829935485/1038150523467607/
https://www.facebook.com/taberpride/photos/1038146730134653",,
890,Taber Pride: Drag Queen Storytime 2022,"[""Taber Equality Alliance Society"",""Taber Pride"",""Taber Public Library""]",Taber,AB,2022,"[""Pride Event""]","On June 4, 2022, the Pride celebration began with a Drag Queen Story Time featuring Francheska Dynamites at Taber Public Library at 11&#58;30 a.m. ",https://www.facebook.com/taberpride/photos/a.173471829935485/1038150523467607/ ,,
891,Taber Pride Program 2022,"[""Taber Equality Alliance Society"",""Taber Pride""]",Taber,AB,2022,"[""Pride Guide""]",2022 Pride Program,https://www.facebook.com/taberpride/photos/1038146730134653,,
892,Taber Pride Headliners 2022,"[""Taber Pride"",""Taber Equality Alliance Society""]",Taber,AB,2022,"[""Headliners""]",Francheska Dynamites,https://www.facebook.com/taberpride/photos/a.173471829935485/1038150523467607/,,
893,Taber Pride: Queer 101 Presentation 2022,"[""Taber Equality Alliance Society"",""Taber Pride"",""Taber Public Library"",""OUTreach Southern Alberta""]",Taber,AB,2022,"[""Pride Event""]","Taber Pride, Taber Public Library and OUTreach Southern Alberta hosted a 'Queer 101' presentation at Taber Public Library on June 3, 2022 at 7 p.m. ","https://www.facebook.com/events/737720904034373/
https://www.facebook.com/taberpride/photos/gm.737720957367701/1038837233398936",,
894,Taber Pride: Local Art Exhibition 2022,"[""Taber Equality Alliance Society"",""Taber Pride"",""Taber Public Library""]",Taber,AB,2022,"[""Community Event""]","Taber Pride and Taber Public Library hosted a local art exhibit featuring the work of local gender queer artist Haley Platt on June 3, 2022 at 7 p.m.","https://www.facebook.com/events/725238508820007/
https://www.facebook.com/taberpride/photos/gm.725238525486672/1039475343335125",,
895,Taber Equality Alliance Society Annual General Meeting 2022,"[""Taber Equality Alliance Society""]",Taber,AB,2022,"[""Community Event""]","October 20, 2022, St. Theodores Anglican Church, 5120 44 Avenue, Taber, AB at 6&#58;30 p.m. ",https://www.facebook.com/tabereapage/photos/a.533457700389215/1662248990843408/,,
896,Taber Pride Guide/Program 2023,"[""Taber Equality Alliance Society""]",Taber,AB,2023,"[""Pride Guide""]",2023 Taber Pride Guide,https://www.facebook.com/photo?fbid=626979292800975&set=pcb.626979322800972,,
897,Taber Pride Drag Queen Story Time 2023,"[""Taber Equality Alliance Society"",""Taber Public Library""]",Taber,AB,2023,"[""Pride Event""]",2023 Pride Drag Queen Story Time Poster,https://www.facebook.com/photo?fbid=626979296134308&set=pcb.626979322800972,,
898,Taber Pride Theme 2023,"[""Taber Equality Alliance Society""]",Taber,AB,2023,"[""Pride Theme""]",Stronger Together,https://www.facebook.com/photo?fbid=626979292800975&set=pcb.626979322800972,,
899,Taber Pride Location 2023,"[""Taber Equality Alliance Society""]",Taber,AB,2023,"[""Location""]",Taber Public Library; Taber Provincial Building; Confederation Park; Cornfest Stage; The Oilmen's Club,"https://tabertimes.com/news/2023/05/04/organizers-planning-for-taber-pride-2023-in-june/
https://www.facebook.com/events/993673891998511/
https://www.facebook.com/photo/?fbid=222982663817561&set=a.161994256583069
https://www.facebook.com/photo?fbid=626979292800975&set=pcb.626979322800972",,
900,Taber Pride 2023,"[""Taber Pride"",""Lethbridge Pride Fest""]",Taber,AB,2023,"[""Pride Event""]","Taber Pride and Lethbridge Pride Fest hosted Taber's Pride in the Park from June 2 to June 3, 2023. Taber Pride invites you to celebrate the following events with them in celebration of Pride Month&#58;
Thursday, June 1 – 6&#58;45 PM&#58; Movie presentation of 'Love, Scott' - Taber Public Library
Friday, June 2 - 7&#58;00 PM&#58; Viewing of 'Small Town Pride' documentary - Taber Public Library
Saturday, June 3 - 10&#58;30 AM&#58; Drag Queen Reading with Francheska Dynamites – Taber Public Library
Saturday, June 3 - 11&#58;30 AM&#58; Pride Flag Raising – Taber Provincial Building
Saturday, June 3 - 12&#58;00 PM - 4&#58;00 PM&#58; Pride in the Park at Confederation Park featuring local bands, entertainment, face painting, vendors, beer gardens and more! 
Saturday, June 3 - 7&#58;00 PM&#58; Trivia Night at The Oilmen's Club followed by a Live DJ at 9 p.m. ","https://www.facebook.com/events/993673891998511?active_tab=about
https://www.facebook.com/photo/?fbid=222982663817561&set=a.161994256583069
https://tabertimes.com/news/2023/05/04/organizers-planning-for-taber-pride-2023-in-june/
https://www.facebook.com/photo/?fbid=222982663817561&set=a.161994256583069 ",,
901,First Okotoks Pride Hosted By Foothills Rainbow Connection,"[""Foothills Rainbow Connection""]",Okotoks,AB,2017,"[""First Festival""]","Foothills Rainbow Connection hosted pride events on a smaller scale in 2017 – which were the first pride events to hit Okotoks. After a one year hiatus Pride was set to return, but was cancelled due to the COVID-19 pandemic.&#160;","https://okotoksonline.com/articles/okotoks-glowing-with-pride
https://www.westernwheel.ca/local-news/okotoks-part-of-pride-month-via-the-internet-2412086",,
902,Foothills Rainbow Connection Founder,"[""Foothills Rainbow Connection""]",Okotoks,AB,2017,"[""Leadership""]",Marissa Angel Johnston founded the Foothills Rainbow Connection in 2017. Foothills Rainbow Connection is a grassroots initiative that strives to empower the local LGBTQ community and its allies through increased visibility and awareness.,"https://www.okotoksonline.com/articles/pride-in-the-foothills-still-a-work-in-progress
https://www.westernwheel.ca/wheels-west/pride-in-the-park-coming-to-town-1534694
https://www.okotokspride.com/committee-members?pgid=konz4qmp-a176110b-db9f-4f60-975c-f7ef365d8e8f",,
903,'Pride in the Park' Hosted by Foothills Rainbow Connection hosts 2017,"[""Foothills Rainbow Connection""]",Okotoks,AB,2017,"[""Community Event""]","June 2017&#58; The Foothills Rainbow Connection hosted a pride gathering in 2017 called 'Pride in the Park.' This event consisted of Drag performances, music, story times for young children surrounding tales of inclusion and diversity and numerous vendors. They also flew a giant rainbow flag at Ethel Tucker Park on August 26.
This was the first event for the community and was largely requested by the public to increase visiblity for the local LGBTQ community.","https://www.okotokstoday.ca/wheels-west/pride-in-the-park-coming-to-town-1534694
https://www.facebook.com/events/265334793933530/",,
904,Okotoks Pride Attendance 2017,"[""Foothills Rainbow Connection""]",Okotoks,AB,2017,"[""Attendance Record""]","Over 1,000",https://www.westernwheel.ca/entertainment-news/citizens-show-their-true-colours-1534739,,
905,Okotoks Pride Location 2017,"[""Foothills Rainbow Connection""]",Okotoks,AB,2017,"[""Location""]",Ethel Tucker Park,https://okotoksonline.com/articles/okotoks-glowing-with-pride,,
906,Okotoks Pride Headliners 2017,"[""Foothills Rainbow Connection""]",Okotoks,AB,2017,"[""Headliners""]","Singer-songwriter Jessice La Violette, well-known Drag performers from Electric Rains Social Club Stage Series (Natasha Brite, Nina Tron, Parker Here, Cordella Shyne, Mo B. Dick, Christina Diamonds, Roxanne Revue Shyne and Wanda Shyne) while also having DJ Distinct perform","https://www.westernwheel.ca/wheels-west/pride-in-the-park-coming-to-town-1534694
https://www.facebook.com/photo?fbid=10159136461910545&set=pcb.301088400358169",,
907,Okotoks Pride Location 2018,"[""Foothills Rainbow Connection""]",Okotoks,AB,2018,"[""Location""]",Ethel Tucker Park,https://www.westernwheel.ca/local-news/okotoks-part-of-pride-month-via-the-internet-2412086,,
908,Okotoks Pride Location 2019,"[""Foothills Rainbow Connection""]",Okotoks,AB,2019,"[""Location""]",No pride events were held in Okotoks in 2019,https://www.okotoksonline.com/articles/pride-in-the-foothills-still-a-work-in-progress ,,
909,Okotoks Pride Founded,"[""Okotoks Pride""]",Okotoks,AB,2020,"[""Major Decision/Announcement""]",Okotoks Pride was founded in&#160;2020,"No information was found for Okotok Pride's official founding, but its Facebook page was created on April 2, 2020 and its first Instagram post was published on February 25, 2020.",,
